Match-Up,Minute,Player,Squad,xG,Distance,Body Part,Player.1,Event,input_dir,crop_dir,output_dir,dist,angle,player_dist,ball
"Newcastle United vs. Everton Match Report – Saturday December 28, 2019",64,Dominic Calvert-Lewin,Everton,0.82,4.0,Left Foot,Richarlison,Pass (Live),./image/train/329.png,./inference/cropped/train/329_match_cropped.png,./inference/output/train/329_match_mapped.png,345.8916015170071,-34.517054223387525,[     373.89      492.08      505.13      572.12      232.96      453.03      356.09      393.54      378.36],"[-196, -285]"
"West Ham United vs. Leicester City Match Report – Saturday December 28, 2019",40,Kelechi Iheanacho,Leicester City,0.43,3.0,Head,Ayoze Pérez,Pass (Live),./image/train/330.png,./inference/cropped/train/330_match_cropped.png,./inference/output/train/330_match_mapped.png,851.2390968464736,-68.4985656759521,[     1240.3      1659.8      1299.2      1026.4      1355.6      966.59      950.07      1003.4      1075.4      1037.2      720.19      1709.5      1155.3],"[-792, -312]"
"West Ham United vs. Leicester City Match Report – Saturday December 28, 2019",45,Pablo Fornals,West Ham,0.1,15.0,Right Foot,Felipe Anderson,Pass (Live),./image/train/331.png,./inference/cropped/train/331_match_cropped.png,./inference/output/train/331_match_mapped.png,1693.4264082032028,88.71419131424427,[     248.13      252.86      54.378      231.87      320.71      169.33      126.25      51.088      63.063      210.16       11.18],"[1693, 38]"
"West Ham United vs. Leicester City Match Report – Saturday December 28, 2019",56,Demarai Gray,Leicester City,0.42,13.0,Right Foot,Ayoze Pérez,Pass (Live),./image/train/332.png,./inference/cropped/train/332_match_cropped.png,./inference/output/train/332_match_mapped.png,1703.3804624921586,88.78899535905516,[     116.78      10.296       204.3      210.89      135.68      69.065      181.66      187.17      102.18],"[1703, -36]"
"Burnley vs. Manchester United Match Report – Saturday December 28, 2019",44,Anthony Martial,Manchester Utd,0.37,12.0,Right Foot,Andreas Pereira,Pass (Live),./image/train/333.png,./inference/cropped/train/333_match_cropped.png,./inference/output/train/333_match_mapped.png,487.7427600692808,-51.74380567449703,[     533.89       640.1      604.65      545.81       791.6      670.87      778.26      572.01],"[-383, -302]"
"Arsenal vs. Chelsea Match Report – Sunday December 29, 2019",87,Tammy Abraham,Chelsea,0.26,7.0,Right Foot,Willian,Pass (Live),./image/train/334.png,./inference/cropped/train/334_match_cropped.png,./inference/output/train/334_match_mapped.png,1945.5438828255712,88.64518528438258,[        170      384.04      166.07      389.97      215.24      188.45      113.86      180.74      222.99      181.66],"[1945, 46]"
"Liverpool vs. Wolverhampton Wanderers Match Report – Sunday December 29, 2019",42,Sadio Mané,Liverpool,0.45,8.0,Right Foot,Adam Lallana,Pass (Live),./image/train/335.png,./inference/cropped/train/335_match_cropped.png,./inference/output/train/335_match_mapped.png,88.75246475450696,56.4889812021592,[     354.18        61.4      102.88      105.65      403.85      339.53      104.24      88.238],"[74, 49]"
"Manchester City vs. Sheffield United Match Report – Sunday December 29, 2019",52,Sergio Agüero,Manchester City,0.32,13.0,Right Foot,Kevin De Bruyne,Pass (Live),./image/train/336.png,./inference/cropped/train/336_match_cropped.png,./inference/output/train/336_match_mapped.png,166.43617395265971,24.87131467827699,[     278.71      819.34      423.45      342.61      673.98       313.1      573.38       492.9       104.4      314.61      464.54      114.04      99.504],"[70, -151]"
"Manchester City vs. Sheffield United Match Report – Sunday December 29, 2019",82,Kevin De Bruyne,Manchester City,0.07,16.0,Right Foot,Riyad Mahrez,Pass (Live),./image/train/337.png,./inference/cropped/train/337_match_cropped.png,./inference/output/train/337_match_mapped.png,323.1485726411305,44.87462650313688,[     240.84      222.38      189.53      323.56      128.97      141.68      113.51      212.53       137.9      49.092      12.649],"[228, 229]"
"Brighton & Hove Albion vs. Chelsea Match Report – Wednesday January 1, 2020",84,Alireza Jahanbakhsh,Brighton,0.06,11.0,Right Foot,Lewis Dunk,Pass (Live),./image/train/338.png,./inference/cropped/train/338_match_cropped.png,./inference/output/train/338_match_mapped.png,97.86725703727473,7.6333305872313035,[      444.3      258.55      302.03      357.09      97.837      182.44      216.09      84.345      78.186      241.23      282.03      114.56      381.61      141.23      62.169      166.64      99.156      459.68      65.803      106.25],"[13, -97]"
"Burnley vs. Aston Villa Match Report – Wednesday January 1, 2020",27,Wesley Moraes,Aston Villa,0.39,11.0,Right Foot,Wesley Moraes,Pass (Live),./image/train/339.png,,Failed,,,,
"Burnley vs. Aston Villa Match Report – Wednesday January 1, 2020",41,Jack Grealish,Aston Villa,0.05,15.0,Right Foot,Douglas Luiz,Pass (Live),./image/train/340.png,./inference/cropped/train/340_match_cropped.png,./inference/output/train/340_match_mapped.png,82.29823813423954,-62.50086126895285,[        293      462.47      308.92      329.22      298.71      271.65      376.82      489.69       398.4      353.63      105.82      244.81       263.6      284.57],"[-73, -38]"
"Burnley vs. Aston Villa Match Report – Wednesday January 1, 2020",80,Chris Wood,Burnley,0.37,3.0,Head,Ashley Westwood,Pass (Live),./image/train/341.png,./inference/cropped/train/341_match_cropped.png,./inference/output/train/341_match_mapped.png,86.02325267042627,-35.537677791974374,[     426.39      330.59      323.45       313.4      282.39      191.38      212.21       203.3       133.3       213.1      63.561      192.92       117.2      21.471       42.19],"[-50, -70]"
"Newcastle United vs. Leicester City Match Report – Wednesday January 1, 2020",39,James Maddison,Leicester City,0.04,23.0,Left Foot,Ayoze Pérez,Pass (Live),./image/train/342.png,./inference/cropped/train/342_match_cropped.png,./inference/output/train/342_match_mapped.png,1616.398775055215,85.3158376071873,[     410.35      302.01      135.36      76.295      109.99      460.26      357.37      216.09      202.89      548.46      12.369      223.27      373.55],"[1611, 132]"
"Newcastle United vs. Leicester City Match Report – Wednesday January 1, 2020",87,Hamza Choudhury,Leicester City,0.05,25.0,Right Foot,Wilfred Ndidi,Pass (Live),./image/train/343.png,./inference/cropped/train/343_match_cropped.png,./inference/output/train/343_match_mapped.png,350.04285451927166,85.57618694305638,[     417.65      351.77      260.69      222.62      338.71      14.422      239.91      133.69      49.518      190.77       410.7      159.77      351.04      142.67      133.36      114.59],"[349, -27]"
"Watford vs. Wolverhampton Wanderers Match Report – Wednesday January 1, 2020",30,Gerard Deulofeu,Watford,0.26,12.0,Right Foot,Ismaila Sarr,Pass (Live),./image/train/344.png,./inference/cropped/train/344_match_cropped.png,./inference/output/train/344_match_mapped.png,213.5158073773462,31.009777228612972,[     24.515      359.49      452.09         130      168.08      198.16      254.31      125.93      76.485      283.78      186.21],"[110, 183]"
"Watford vs. Wolverhampton Wanderers Match Report – Wednesday January 1, 2020",49,Abdoulaye Doucouré,Watford,0.06,17.0,Right Foot,Gerard Deulofeu,Pass (Live),./image/train/345.png,./inference/cropped/train/345_match_cropped.png,./inference/output/train/345_match_mapped.png,1645.7475505070636,86.13266124957129,[     565.21       58.31      79.246      68.542      97.494       150.1       231.2      170.29      32.757      48.836],"[1642, -111]"
"Watford vs. Wolverhampton Wanderers Match Report – Wednesday January 1, 2020",60,Pedro Neto,Wolves,0.03,28.0,Left Foot,João Moutinho,Pass (Live),./image/train/346.png,./inference/cropped/train/346_match_cropped.png,./inference/output/train/346_match_mapped.png,448.7582868315637,60.35013649242442,[     113.32       253.4      194.55      379.06      133.26      426.73      322.97      36.401      204.09      244.46      116.18      9.2195      190.08      184.81       157.7],"[390, 222]"
"West Ham United vs. Bournemouth Match Report – Wednesday January 1, 2020",17,Mark Noble,West Ham,0.07,22.0,Right Foot,Robert Snodgrass,Pass (Live),./image/train/347.png,./inference/cropped/train/347_match_cropped.png,./inference/output/train/347_match_mapped.png,1570.2678115531758,88.94179065403763,[     247.03      126.29      390.74      273.42      208.19      148.53      301.01      221.62      165.05      90.006      299.61      56.321      247.87      290.56      135.21],"[1570, 29]"
"West Ham United vs. Bournemouth Match Report – Wednesday January 1, 2020",26,Sébastien Haller,West Ham,0.08,10.0,Right Foot,Ryan Fredericks,Pass (Live),./image/train/348.png,./inference/cropped/train/348_match_cropped.png,./inference/output/train/348_match_mapped.png,1625.444246967579,88.66040437892326,[     760.51      654.45      664.73      501.35      371.46       309.8      397.18      272.24      897.66       337.3       874.3      97.062],"[1625, -38]"
"Manchester City vs. Everton Match Report – Wednesday January 1, 2020",51,Gabriel Jesus,Manchester City,0.06,17.0,Right Foot,İlkay Gündoğan,Pass (Live),./image/train/349.png,./inference/cropped/train/349_match_cropped.png,./inference/output/train/349_match_mapped.png,407.9534287146022,29.518416944601036,[     208.09      168.36      361.37      216.75      263.71      287.14      218.22      269.11      283.86      335.93      212.25      254.45      360.47      397.76      394.38      270.99      402.15],"[201, 355]"
"Manchester City vs. Everton Match Report – Wednesday January 1, 2020",58,Gabriel Jesus,Manchester City,0.31,11.0,Left Foot,Riyad Mahrez,Pass (Live),./image/train/350.png,./inference/cropped/train/350_match_cropped.png,./inference/output/train/350_match_mapped.png,168.44286865284622,54.422780613535075,[     251.18      444.15      395.18      155.42      75.273      318.25      393.51      7.8102      271.84      379.24      484.99      198.15      209.31          41],"[137, 98]"
"Arsenal vs. Manchester United Match Report – Wednesday January 1, 2020",8,Nicolas Pépé,Arsenal,0.39,11.0,Left Foot,Pierre-Emerick Aubameyang,Pass (Live),./image/train/351.png,./inference/cropped/train/351_match_cropped.png,./inference/output/train/351_match_mapped.png,1714.378021324352,88.79676497528114,[     301.88       50.16      246.22      167.45      14.422      104.85      88.006      336.03      231.25      194.49],"[1714, 36]"
"Liverpool vs. Sheffield United Match Report – Thursday January 2, 2020",4.0,Mohamed Salah,Liverpool,0.38,9.0,Left Foot,Andrew Robertson,Pass (Live),./image/train/352.png,./inference/cropped/train/352_match_cropped.png,./inference/output/train/352_match_mapped.png,1358.7788635388763,66.49134644701503,[     113.05        88.6      127.14      74.243      257.28      22.472      116.83      71.218      203.34      28.284],"[1246, 542]"
"Sheffield United vs. West Ham United Match Report – Friday January 10, 2020",54,Oliver McBurnie,Sheffield Utd,0.35,12.0,Right Foot,John Fleck,Pass (Live),./image/train/353.png,./inference/cropped/train/353_match_cropped.png,./inference/output/train/353_match_mapped.png,1731.025707492526,82.19756601524658,[     38.588      421.74      110.79       250.4      139.23      245.08],"[1715, -235]"
"Crystal Palace vs. Arsenal Match Report – Saturday January 11, 2020",12,Pierre-Emerick Aubameyang,Arsenal,0.33,12.0,Right Foot,Alexandre Lacazette,Pass (Live),./image/train/354.png,./inference/cropped/train/354_match_cropped.png,./inference/output/train/354_match_mapped.png,336.4312708414603,33.35942778608826,[     458.68      167.09      370.95      288.34      650.02      198.92      204.41      166.46      327.73      215.56      323.51      157.88      320.06      210.84      201.21],"[185, 281]"
"Crystal Palace vs. Arsenal Match Report – Saturday January 11, 2020",54,Jordan Ayew,Crystal Palace,0.07,14.0,Left Foot,Cheikhou Kouyaté,Pass (Live),./image/train/355.png,./inference/cropped/train/355_match_cropped.png,./inference/output/train/355_match_mapped.png,178.35358140502814,18.638124494388393,[     408.59      173.95      381.13      266.73       271.6      109.71      90.554      105.55       240.6      137.52      237.59      108.52      107.94      592.38],"[57, -169]"
"Chelsea vs. Burnley Match Report – Saturday January 11, 2020",38,Tammy Abraham,Chelsea,0.09,8.0,Head,Reece James,Pass (Live),./image/train/356.png,./inference/cropped/train/356_match_cropped.png,./inference/output/train/356_match_mapped.png,1046.2131713948168,51.51980175165698,[     319.92      407.06      271.09      235.73      255.13      188.37      92.195         156      153.26],"[819, -651]"
"Chelsea vs. Burnley Match Report – Saturday January 11, 2020",49,Callum Hudson-Odoi,Chelsea,0.79,4.0,Right Foot,Mason Mount,Pass (Live),./image/train/357.png,./inference/cropped/train/357_match_cropped.png,./inference/output/train/357_match_mapped.png,1849.1557533101422,89.25634316359036,[     79.881      270.12      200.25      42.521      139.05      101.02       112.8],"[1849, -24]"
"Leicester City vs. Southampton Match Report – Saturday January 11, 2020",14.0,Dennis Praet,Leicester City,0.23,6.0,Right Foot,Jamie Vardy,Pass (Live),./image/train/358.png,./inference/cropped/train/358_match_cropped.png,./inference/output/train/358_match_mapped.png,1815.7447507840964,88.35891694367703,[     252.86      67.007         338      73.817      265.38      54.745      211.59],"[1815, 52]"
"Leicester City vs. Southampton Match Report – Saturday January 11, 2020",19.0,Stuart Armstrong,Southampton,0.04,17.0,Left Foot,Shane Long,Pass (Live),./image/train/359.png,./inference/cropped/train/359_match_cropped.png,./inference/output/train/359_match_mapped.png,305.45212390815027,48.84936634785187,[        408      438.95      677.84      100.85      260.73        53.6      283.56      199.36      205.12      199.48      201.81           1       385.2      414.51       360.5      267.02],"[230, -201]"
"Leicester City vs. Southampton Match Report – Saturday January 11, 2020",81.0,Danny Ings,Southampton,0.27,20.0,Right Foot,Che Adams,Pass (Live),./image/train/360.png,./inference/cropped/train/360_match_cropped.png,./inference/output/train/360_match_mapped.png,1616.9356820850976,84.32113990637066,[        219      45.891      396.14      93.236      21.633      148.49],"[1609, -160]"
"Wolverhampton Wanderers vs. Newcastle United Match Report – Saturday January 11, 2020",7,Miguel Almirón,Newcastle Utd,0.07,16.0,Right Foot,Dwight Gayle,Pass (Live),./image/train/361.png,./inference/cropped/train/361_match_cropped.png,./inference/output/train/361_match_mapped.png,2038.460693758896,82.07659721636087,[     462.09      747.73      364.61      394.05      415.85      317.06      524.36       471.7      354.32      377.71      442.44      338.16       410.6      564.85],"[2019, -281]"
"Manchester United vs. Norwich City Match Report – Saturday January 11, 2020",27,Marcus Rashford,Manchester Utd,0.75,3.0,Left Foot,Juan Mata,Pass (Live),./image/train/362.png,./inference/cropped/train/362_match_cropped.png,./inference/output/train/362_match_mapped.png,1901.3134933513727,86.13982074544667,[     635.75      520.84      523.38      452.98      526.62      423.23      366.23      555.24      216.45      468.85      129.65      179.25       78.23      105.12      626.39      89.694],"[1897, -128]"
"Manchester United vs. Norwich City Match Report – Saturday January 11, 2020",54,Anthony Martial,Manchester Utd,0.08,9.0,Head,Juan Mata,Pass (Live),./image/train/363.png,./inference/cropped/train/363_match_cropped.png,./inference/output/train/363_match_mapped.png,481.79767537836875,-51.48877041970508,[     729.16      553.64      470.62      609.66         538      481.65      762.54      620.74      460.59       451.6      566.39      428.39      520.34      450.79      489.12],"[-377, -300]"
"Manchester United vs. Norwich City Match Report – Saturday January 11, 2020",76,Mason Greenwood,Manchester Utd,0.04,22.0,Left Foot,Fred,Pass (Live),./image/train/364.png,./inference/cropped/train/364_match_cropped.png,./inference/output/train/364_match_mapped.png,313.6000637755037,78.22425844321481,[     171.43      276.02      363.69      93.381      212.98      49.396      92.005       199.2       160.7      128.56      321.26      60.745      19.723],"[307, 64]"
"Tottenham Hotspur vs. Liverpool Match Report – Saturday January 11, 2020",37,Roberto Firmino,Liverpool,0.31,9.0,Left Foot,Mohamed Salah,Pass (Live),./image/train/365.png,./inference/cropped/train/365_match_cropped.png,./inference/output/train/365_match_mapped.png,1779.7541965114171,85.39142093343688,[      157.2      224.08      296.66      115.52      273.72      260.68      115.69      175.87      274.45      170.55         252      55.973      206.17      136.03      44.045      38.588],"[1774, -143]"
"Bournemouth vs. Watford Match Report – Sunday January 12, 2020",42,Abdoulaye Doucouré,Watford,0.36,9.0,Right Foot,Ismaila Sarr,Pass (Live),./image/train/366.png,./inference/cropped/train/366_match_cropped.png,./inference/output/train/366_match_mapped.png,1790.4169905360036,87.02253353551588,[      253.3      312.39      171.81      645.02      36.125      209.89      107.56      263.78       224.9      84.149],"[1788, -93]"
"Bournemouth vs. Watford Match Report – Sunday January 12, 2020",65,Troy Deeney,Watford,0.08,10.0,Right Foot,Abdoulaye Doucouré,Pass (Live),./image/train/367.png,./inference/cropped/train/367_match_cropped.png,./inference/output/train/367_match_mapped.png,181.2015452472743,15.033258129388292,[     315.24      355.09      195.31      56.586      108.85      192.21      315.04      154.63      111.57      72.062      17.889      152.24      49.031],"[47, -175]"
"Aston Villa vs. Manchester City Match Report – Sunday January 12, 2020",28,Sergio Agüero,Manchester City,0.03,24.0,Right Foot,João Cancelo,Pass (Live),./image/train/368.png,./inference/cropped/train/368_match_cropped.png,./inference/output/train/368_match_mapped.png,376.31104156003715,71.56505117707799,[     315.36      161.93         115      336.34      328.64      256.13      74.061      64.351      143.06      150.45      266.37      10.198],"[357, -119]"
"Aston Villa vs. Manchester City Match Report – Sunday January 12, 2020",45+1,Gabriel Jesus,Manchester City,0.3,8.0,Left Foot,Kevin De Bruyne,Pass (Live),./image/train/369.png,./inference/cropped/train/369_match_cropped.png,./inference/output/train/369_match_mapped.png,303.40237309553135,-52.903488719025496,[     339.01      632.99      497.61       497.2      465.35      440.26      578.79       611.2      527.06      529.07],"[-242, -183]"
"Aston Villa vs. Manchester City Match Report – Sunday January 12, 2020",81,Sergio Agüero,Manchester City,0.3,13.0,Right Foot,Riyad Mahrez,Pass (Live),./image/train/370.png,./inference/cropped/train/370_match_cropped.png,./inference/output/train/370_match_mapped.png,1760.2329391305004,86.02570006436592,[     76.368      157.54      230.82      256.47      261.26      380.94      64.008      409.12      346.98      122.33],"[1756, 122]"
"Arsenal vs. Sheffield United Match Report – Saturday January 18, 2020",45,Martinelli,Arsenal,0.86,3.0,Right Foot,Alexandre Lacazette,Pass (Live),./image/train/371.png,./inference/cropped/train/371_match_cropped.png,./inference/output/train/371_match_mapped.png,1846.6060760216294,87.61018088026168,[     239.24      439.24      78.313      133.51      287.69      285.11      120.83      187.83      37.054      265.45      206.34      69.857      223.45      127.01],"[1845, -77]"
"Arsenal vs. Sheffield United Match Report – Saturday January 18, 2020",83,John Fleck,Sheffield Utd,0.06,13.0,Left Foot,Muhamed Bešić,Pass (Live),./image/train/372.png,./inference/cropped/train/372_match_cropped.png,./inference/output/train/372_match_mapped.png,1678.3244620751973,88.87335099984857,[     339.98      134.81      149.65      411.73      115.45       106.3      271.02      169.01      59.908      347.25      71.805      131.05      94.021      123.76      176.14      159.89      171.83],"[1678, -33]"
"Manchester City vs. Crystal Palace Match Report – Saturday January 18, 2020",39.0,Cenk Tosun,Crystal Palace,0.13,6.0,Head,Gary Cahill,Pass (Live),./image/train/373.png,./inference/cropped/train/373_match_cropped.png,./inference/output/train/373_match_mapped.png,167.10774967068403,-14.20255876136368,[     375.28      289.01      523.88      259.28       549.7         170       382.6      325.06      142.27      320.03      97.417      311.35      247.54      160.43      339.33      170.34      337.36],"[-41, -162]"
"Manchester City vs. Crystal Palace Match Report – Saturday January 18, 2020",82.0,Sergio Agüero,Manchester City,0.61,4.0,Right Foot,Gabriel Jesus,Pass (Live),./image/train/374.png,./inference/cropped/train/374_match_cropped.png,./inference/output/train/374_match_mapped.png,27.65863337187866,-40.60129464500447,[     555.94      357.33      289.56      500.76      361.53      324.82      193.94      278.89      475.51      123.42      310.63      34.525      78.721         178       573.5],"[-18, -21]"
"Manchester City vs. Crystal Palace Match Report – Saturday January 18, 2020",87.0,Sergio Agüero,Manchester City,0.24,10.0,Head,Benjamin Mendy,Pass (Live),./image/train/375.png,./inference/cropped/train/375_match_cropped.png,./inference/output/train/375_match_mapped.png,7.280109889280518,74.05460409907715,[     738.31      269.12      577.15       320.7      366.61      313.48      560.32       11.18       199.4      235.97      131.06      360.41      160.56      624.12      92.358      118.46],"[7, 2]"
"Southampton vs. Wolverhampton Wanderers Match Report – Saturday January 18, 2020",35,Shane Long,Southampton,0.05,11.0,Head,Cédric Soares,Pass (Live),./image/train/376.png,./inference/cropped/train/376_match_cropped.png,./inference/output/train/376_match_mapped.png,150.6154042586614,14.220770300187965,[     345.77      354.62      101.61      562.85      162.12      383.72      157.87      150.99       70.88      81.492      433.63],"[37, -146]"
"Southampton vs. Wolverhampton Wanderers Match Report – Saturday January 18, 2020",53,Pedro Neto,Wolves,0.34,9.0,Right Foot,Adama Traoré,Pass (Live),./image/train/377.png,./inference/cropped/train/377_match_cropped.png,./inference/output/train/377_match_mapped.png,140.6627171641441,32.221266811593956,[     316.18      154.08      68.066      118.85      293.02      143.39      211.59      47.381      59.405      59.228      313.64      193.42      95.588],"[75, -119]"
"Southampton vs. Wolverhampton Wanderers Match Report – Saturday January 18, 2020",76,Raúl Jiménez,Wolves,0.37,15.0,Right Foot,Adama Traoré,Pass (Live),./image/train/378.png,./inference/cropped/train/378_match_cropped.png,./inference/output/train/378_match_mapped.png,181.49655644116226,80.48577945515984,[     41.761      44.598      159.35      32.202      165.12      157.14      316.19       202.8      160.61],"[179, 30]"
"Brighton & Hove Albion vs. Aston Villa Match Report – Saturday January 18, 2020",38,Leandro Trossard,Brighton,0.06,11.0,Left Foot,Neal Maupay,Pass (Live),./image/train/379.png,./inference/cropped/train/379_match_cropped.png,./inference/output/train/379_match_mapped.png,1764.8062216572107,83.65622301039832,[     566.12      457.92      184.84      267.11       285.8       142.9      113.16      191.01      148.66      17.205      50.922],"[1754, -195]"
"Brighton & Hove Albion vs. Aston Villa Match Report – Saturday January 18, 2020",75,Jack Grealish,Aston Villa,0.06,14.0,Left Foot,Douglas Luiz,Pass (Live),./image/train/380.png,./inference/cropped/train/380_match_cropped.png,./inference/output/train/380_match_mapped.png,1665.5884845903565,84.90211767506743,[     369.44      62.266      131.31       302.7      374.98      196.38           5],"[1659, -148]"
"West Ham United vs. Everton Match Report – Saturday January 18, 2020",44,Dominic Calvert-Lewin,Everton,0.18,5.0,Head,Mason Holgate,Pass (Live),./image/train/381.png,./inference/cropped/train/381_match_cropped.png,./inference/output/train/381_match_mapped.png,47.095647357266465,3.6522227803063365,[     254.01      34.015      282.11      136.01       153.4      270.84       187.6       161.3       51.43      36.878      65.069      150.48      561.47      91.548      101.24      174.27      196.02],"[3, 47]"
"Newcastle United vs. Chelsea Match Report – Saturday January 18, 2020",90+4,Isaac Hayden,Newcastle Utd,0.11,8.0,Head,Allan Saint-Maximin,Pass (Live),./image/train/382.png,./inference/cropped/train/382_match_cropped.png,./inference/output/train/382_match_mapped.png,1789.2861705160524,88.97525464271176,[     58.523      434.09      262.08      63.159      118.23      126.61      392.95      300.65       112.7      86.313      92.455      69.893      310.52      268.66      29.732       37.59],"[1789, 32]"
"Burnley vs. Leicester City Match Report – Sunday January 19, 2020",79,Ashley Westwood,Burnley,0.33,14.0,Right Foot,Chris Wood,Pass (Live),./image/train/383.png,./inference/cropped/train/383_match_cropped.png,./inference/output/train/383_match_mapped.png,147.05441169852742,72.18111108547724,[     263.49      410.47      412.95      63.253      55.471      190.19      195.02       42.19      57.983      392.31      118.11      146.12      129.03      117.32      560.98],"[140, -45]"
"Liverpool vs. Manchester United Match Report – Sunday January 19, 2020",90+3,Mohamed Salah,Liverpool,0.3,13.0,Left Foot,Alisson,Pass (Live),./image/train/384.png,./inference/cropped/train/384_match_cropped.png,./inference/output/train/384_match_mapped.png,1715.7441534214827,84.21298152194198,[     39.205      98.412],"[1707, -173]"
"Crystal Palace vs. Southampton Match Report – Tuesday January 21, 2020",48,Stuart Armstrong,Southampton,0.03,30.0,Right Foot,Nathan Redmond,Pass (Live),./image/train/385.png,./inference/cropped/train/385_match_cropped.png,./inference/output/train/385_match_mapped.png,1447.182780439292,89.08936284393363,[     169.53       125.9      415.03       255.8       79.31      236.62         209      119.82      141.85      87.932      364.61      356.48      269.36      206.55       159.7],"[1447, -23]"
"Everton vs. Newcastle United Match Report – Tuesday January 21, 2020",30,Moise Kean,Everton,0.36,15.0,Right Foot,Bernard,Pass (Live),./image/train/386.png,./inference/cropped/train/386_match_cropped.png,./inference/output/train/386_match_mapped.png,1509.0029821044093,89.88609203970579,[     170.75      35.735      198.09      299.03      206.41      30.806      184.36         216       165.3       181.6],"[1509, 3]"
"Everton vs. Newcastle United Match Report – Tuesday January 21, 2020",54,Dominic Calvert-Lewin,Everton,0.35,11.0,Left Foot,Lucas Digne,Pass (Live),./image/train/387.png,./inference/cropped/train/387_match_cropped.png,./inference/output/train/387_match_mapped.png,192.33304448274092,-16.927513064147046,[     538.03      208.72      572.12      296.15       493.6      527.53      549.13      305.24       231.2      310.44      620.05      403.49      246.63      325.53],"[-56, 184]"
"Aston Villa vs. Watford Match Report – Tuesday January 21, 2020",38,Troy Deeney,Watford,0.48,6.0,Head,Gerard Deulofeu,Pass (Live),./image/train/388.png,./inference/cropped/train/388_match_cropped.png,./inference/output/train/388_match_mapped.png,138.70832707519762,-24.717440911083393,[     163.05      135.37      119.89       101.2      256.81      194.25      103.12       122.3],"[-58, -126]"
"Sheffield United vs. Manchester City Match Report – Tuesday January 21, 2020",73,Sergio Agüero,Manchester City,0.74,3.0,Left Foot,Kevin De Bruyne,Pass (Live),./image/train/389.png,./inference/cropped/train/389_match_cropped.png,./inference/output/train/389_match_mapped.png,352.93342148342936,-75.05812547948669,[     411.89      815.59      740.02      509.88      485.78      653.09      586.41      609.31      445.66      689.26      402.77      489.17      458.17         395      513.77],"[-341, 91]"
"Bournemouth vs. Brighton & Hove Albion Match Report – Tuesday January 21, 2020",36,Harry Wilson,Bournemouth,0.07,14.0,Left Foot,Dominic Solanke,Pass (Live),./image/train/390.png,./inference/cropped/train/390_match_cropped.png,./inference/output/train/390_match_mapped.png,381.1417059310093,64.84688286152563,[     230.22      99.459      403.63      185.83      481.41      169.55      288.01      276.81      184.72      188.16      370.32      795.76      307.14      176.23],"[345, 162]"
"Chelsea vs. Arsenal Match Report – Tuesday January 21, 2020",84.0,César Azpilicueta,Chelsea,0.22,7.0,Right Foot,Callum Hudson-Odoi,Pass (Live),./image/train/391.png,./inference/cropped/train/391_match_cropped.png,./inference/output/train/391_match_mapped.png,1980.1073203238252,84.81343023622121,[      225.5      47.854      450.29      338.59      171.68      222.41      51.624      14.422      94.826      127.48      57.219      116.25],"[1972, 179]"
"Chelsea vs. Arsenal Match Report – Tuesday January 21, 2020",87.0,Héctor Bellerín,Arsenal,0.03,20.0,Left Foot,Lucas Torreira,Pass (Live),./image/train/392.png,./inference/cropped/train/392_match_cropped.png,./inference/output/train/392_match_mapped.png,382.00130889828114,51.269918952635074,[     482.97      102.55      69.871      540.27      24.413      542.23      335.65      402.23      481.86      364.94      401.36      286.28      106.25      140.01      228.37],"[298, -239]"
"Leicester City vs. West Ham United Match Report – Wednesday January 22, 2020",45+5,Ricardo Pereira,Leicester City,0.06,15.0,Right Foot,Harvey Barnes,Pass (Live),./image/train/393.png,./inference/cropped/train/393_match_cropped.png,./inference/output/train/393_match_mapped.png,1669.4843515289383,84.94849952993185,[     85.147      26.833      292.29      150.08      245.72      196.16       243.3      346.83      232.71      332.56      229.81      177.63],"[1663, 147]"
"Leicester City vs. West Ham United Match Report – Wednesday January 22, 2020",88,Ayoze Pérez,Leicester City,0.08,17.0,Right Foot,Kelechi Iheanacho,Pass (Live),./image/train/394.png,./inference/cropped/train/394_match_cropped.png,./inference/output/train/394_match_mapped.png,192.85227507084275,49.20535700170859,[      193.4      90.604      474.91       173.1      83.006      329.97      224.27      128.02      138.92      116.46      78.568      183.85],"[146, -126]"
"Tottenham Hotspur vs. Norwich City Match Report – Wednesday January 22, 2020",38,Dele Alli,Tottenham,0.6,5.0,Left Foot,Serge Aurier,Pass (Live),./image/train/395.png,,Failed,,,,
"Manchester United vs. Burnley Match Report – Wednesday January 22, 2020",39,Chris Wood,Burnley,0.19,10.0,Left Foot,Ben Mee,Pass (Live),./image/train/396.png,./inference/cropped/train/396_match_cropped.png,./inference/output/train/396_match_mapped.png,1759.9559653582246,88.11145443767457,[     468.88      180.61      348.64      385.78      562.62      201.33      430.95      563.66      321.31      131.65      272.62       42.45      146.01      90.956      136.62      150.81      70.612],"[1759, -58]"
"Manchester United vs. Burnley Match Report – Wednesday January 22, 2020",56,Jay Rodriguez,Burnley,0.04,17.0,Left Foot,Chris Wood,Pass (Live),./image/train/397.png,./inference/cropped/train/397_match_cropped.png,./inference/output/train/397_match_mapped.png,217.26481537515457,68.39447275736153,[     476.73      261.69      627.48      630.45      353.05      325.01       474.7      81.688      69.642      303.35      180.71      236.03      224.47      239.41      398.64       313.5      400.65      225.36],"[202, 80]"
